FIPS,NAICS2017,NAICS2017_LABEL,n
40021,4453,"Beer, wine, and liquor stores",7
40021,722,Food services and drinking places,77
40021,7224,Drinking places (alcoholic beverages),3
40041,4451,Grocery stores,6
40041,44511,Supermarkets and other grocery (except convenience) stores,4
40041,4453,"Beer, wine, and liquor stores",4
40041,722,Food services and drinking places,49
40041,7224,Drinking places (alcoholic beverages),3
40045,722,Food services and drinking places,7
40051,4451,Grocery stores,5
40051,44511,Supermarkets and other grocery (except convenience) stores,5
40051,4453,"Beer, wine, and liquor stores",3
40051,722,Food services and drinking places,70
40051,7224,Drinking places (alcoholic beverages),3
40119,4451,Grocery stores,7
40119,44511,Supermarkets and other grocery (except convenience) stores,7
40119,4453,"Beer, wine, and liquor stores",10
40119,722,Food services and drinking places,188
40119,7224,Drinking places (alcoholic beverages),14
40125,4451,Grocery stores,5
40125,44511,Supermarkets and other grocery (except convenience) stores,4
40125,4453,"Beer, wine, and liquor stores",5
40125,722,Food services and drinking places,132
40037,4451,Grocery stores,7
40037,44511,Supermarkets and other grocery (except convenience) stores,7
40037,4453,"Beer, wine, and liquor stores",3
40037,722,Food services and drinking places,82
40037,7224,Drinking places (alcoholic beverages),3
40141,722,Food services and drinking places,10
40149,4451,Grocery stores,4
40149,44511,Supermarkets and other grocery (except convenience) stores,3
40149,722,Food services and drinking places,11
40033,722,Food services and drinking places,4
40075,4451,Grocery stores,3
40075,44511,Supermarkets and other grocery (except convenience) stores,3
40075,722,Food services and drinking places,11
40079,4451,Grocery stores,10
40079,44511,Supermarkets and other grocery (except convenience) stores,6
40079,4453,"Beer, wine, and liquor stores",7
40079,722,Food services and drinking places,47
40089,4451,Grocery stores,5
40089,44511,Supermarkets and other grocery (except convenience) stores,5
40089,722,Food services and drinking places,40
40093,4451,Grocery stores,5
40093,44511,Supermarkets and other grocery (except convenience) stores,3
40093,722,Food services and drinking places,8
40097,4451,Grocery stores,7
40097,44511,Supermarkets and other grocery (except convenience) stores,7
40097,4453,"Beer, wine, and liquor stores",4
40097,722,Food services and drinking places,78
40109,4451,Grocery stores,214
40109,44511,Supermarkets and other grocery (except convenience) stores,187
40109,4453,"Beer, wine, and liquor stores",88
40109,722,Food services and drinking places,1927
40109,7224,Drinking places (alcoholic beverages),111
40039,4451,Grocery stores,4
40039,44511,Supermarkets and other grocery (except convenience) stores,4
40039,4453,"Beer, wine, and liquor stores",6
40039,722,Food services and drinking places,58
40007,722,Food services and drinking places,6
40085,722,Food services and drinking places,22
40085,7224,Drinking places (alcoholic beverages),5
40009,4451,Grocery stores,5
40009,44511,Supermarkets and other grocery (except convenience) stores,4
40009,4453,"Beer, wine, and liquor stores",4
40009,722,Food services and drinking places,51
40009,7224,Drinking places (alcoholic beverages),3
40063,4451,Grocery stores,3
40063,44511,Supermarkets and other grocery (except convenience) stores,3
40063,4453,"Beer, wine, and liquor stores",3
40063,722,Food services and drinking places,13
40023,722,Food services and drinking places,20
40065,4451,Grocery stores,3
40065,722,Food services and drinking places,47
40065,7224,Drinking places (alcoholic beverages),3
40031,4451,Grocery stores,13
40031,44511,Supermarkets and other grocery (except convenience) stores,11
40031,4453,"Beer, wine, and liquor stores",12
40031,722,Food services and drinking places,210
40031,7224,Drinking places (alcoholic beverages),22
40081,4451,Grocery stores,4
40081,44511,Supermarkets and other grocery (except convenience) stores,4
40081,4453,"Beer, wine, and liquor stores",5
40081,722,Food services and drinking places,46
40117,4451,Grocery stores,3
40117,722,Food services and drinking places,19
40001,4451,Grocery stores,5
40001,44511,Supermarkets and other grocery (except convenience) stores,4
40001,722,Food services and drinking places,18
40133,4451,Grocery stores,4
40133,44511,Supermarkets and other grocery (except convenience) stores,4
40133,4453,"Beer, wine, and liquor stores",3
40133,722,Food services and drinking places,35
40137,4451,Grocery stores,8
40137,44511,Supermarkets and other grocery (except convenience) stores,4
40137,4453,"Beer, wine, and liquor stores",6
40137,722,Food services and drinking places,76
40137,7224,Drinking places (alcoholic beverages),7
40025,722,Food services and drinking places,7
40011,722,Food services and drinking places,23
40019,4451,Grocery stores,16
40019,44511,Supermarkets and other grocery (except convenience) stores,10
40019,4453,"Beer, wine, and liquor stores",12
40019,722,Food services and drinking places,95
40019,7224,Drinking places (alcoholic beverages),4
40029,722,Food services and drinking places,7
40053,4451,Grocery stores,4
40053,44511,Supermarkets and other grocery (except convenience) stores,4
40053,722,Food services and drinking places,7
40053,7224,Drinking places (alcoholic beverages),3
40055,722,Food services and drinking places,4
40073,4451,Grocery stores,3
40073,44511,Supermarkets and other grocery (except convenience) stores,3
40073,722,Food services and drinking places,31
40087,4451,Grocery stores,4
40087,4453,"Beer, wine, and liquor stores",7
40087,722,Food services and drinking places,64
40087,7224,Drinking places (alcoholic beverages),3
40091,4451,Grocery stores,5
40091,44511,Supermarkets and other grocery (except convenience) stores,4
40091,4453,"Beer, wine, and liquor stores",4
40091,722,Food services and drinking places,35
40095,4451,Grocery stores,4
40095,44511,Supermarkets and other grocery (except convenience) stores,4
40095,722,Food services and drinking places,29
40095,7224,Drinking places (alcoholic beverages),3
40099,722,Food services and drinking places,31
40099,7224,Drinking places (alcoholic beverages),4
40103,722,Food services and drinking places,20
40105,722,Food services and drinking places,8
40115,722,Food services and drinking places,47
40131,4451,Grocery stores,10
40131,44511,Supermarkets and other grocery (except convenience) stores,7
40131,4453,"Beer, wine, and liquor stores",10
40131,722,Food services and drinking places,110
40131,7224,Drinking places (alcoholic beverages),5
40135,4451,Grocery stores,8
40135,44511,Supermarkets and other grocery (except convenience) stores,6
40135,722,Food services and drinking places,59
40145,4451,Grocery stores,3
40145,4453,"Beer, wine, and liquor stores",5
40145,722,Food services and drinking places,65
40145,7224,Drinking places (alcoholic beverages),3
40003,722,Food services and drinking places,10
40151,722,Food services and drinking places,21
40151,7224,Drinking places (alcoholic beverages),3
40015,4451,Grocery stores,7
40015,44511,Supermarkets and other grocery (except convenience) stores,5
40015,4453,"Beer, wine, and liquor stores",4
40015,722,Food services and drinking places,43
40027,4451,Grocery stores,61
40027,44511,Supermarkets and other grocery (except convenience) stores,55
40027,4453,"Beer, wine, and liquor stores",30
40027,722,Food services and drinking places,543
40027,7224,Drinking places (alcoholic beverages),21
40101,4451,Grocery stores,15
40101,44511,Supermarkets and other grocery (except convenience) stores,14
40101,4453,"Beer, wine, and liquor stores",5
40101,722,Food services and drinking places,120
40107,4451,Grocery stores,5
40107,44511,Supermarkets and other grocery (except convenience) stores,5
40107,722,Food services and drinking places,12
40005,4451,Grocery stores,4
40005,44511,Supermarkets and other grocery (except convenience) stores,4
40005,722,Food services and drinking places,20
40013,4451,Grocery stores,6
40013,44511,Supermarkets and other grocery (except convenience) stores,4
40013,722,Food services and drinking places,68
40013,7224,Drinking places (alcoholic beverages),3
41061,4451,Grocery stores,15
41061,44511,Supermarkets and other grocery (except convenience) stores,7
41061,722,Food services and drinking places,63
41061,7224,Drinking places (alcoholic beverages),7
41047,4451,Grocery stores,125
41047,44511,Supermarkets and other grocery (except convenience) stores,44
41047,4453,"Beer, wine, and liquor stores",11
41047,722,Food services and drinking places,724
41047,7224,Drinking places (alcoholic beverages),82
41029,4451,Grocery stores,93
41029,44511,Supermarkets and other grocery (except convenience) stores,41
41029,4453,"Beer, wine, and liquor stores",12
41029,722,Food services and drinking places,518
41029,7224,Drinking places (alcoholic beverages),39
41019,4451,Grocery stores,66
41019,44511,Supermarkets and other grocery (except convenience) stores,24
41019,4453,"Beer, wine, and liquor stores",4
41019,722,Food services and drinking places,226
41019,7224,Drinking places (alcoholic beverages),15
41023,4451,Grocery stores,6
41023,44511,Supermarkets and other grocery (except convenience) stores,4
41023,722,Food services and drinking places,17
41031,4451,Grocery stores,10
41031,44511,Supermarkets and other grocery (except convenience) stores,6
41031,722,Food services and drinking places,35
41031,7224,Drinking places (alcoholic beverages),5
41053,4451,Grocery stores,21
41053,44511,Supermarkets and other grocery (except convenience) stores,7
41053,4453,"Beer, wine, and liquor stores",5
41053,722,Food services and drinking places,140
41053,7224,Drinking places (alcoholic beverages),12
41005,4451,Grocery stores,106
41005,44511,Supermarkets and other grocery (except convenience) stores,49
41005,4453,"Beer, wine, and liquor stores",21
41005,722,Food services and drinking places,825
41005,7224,Drinking places (alcoholic beverages),57
41017,4451,Grocery stores,57
41017,44511,Supermarkets and other grocery (except convenience) stores,34
41017,4453,"Beer, wine, and liquor stores",10
41017,722,Food services and drinking places,535
41017,7224,Drinking places (alcoholic beverages),39
41043,4451,Grocery stores,62
41043,44511,Supermarkets and other grocery (except convenience) stores,20
41043,4453,"Beer, wine, and liquor stores",3
41043,722,Food services and drinking places,213
41043,7224,Drinking places (alcoholic beverages),17
41057,4451,Grocery stores,17
41057,44511,Supermarkets and other grocery (except convenience) stores,10
41057,4453,"Beer, wine, and liquor stores",3
41057,722,Food services and drinking places,95
41057,7224,Drinking places (alcoholic beverages),5
41071,4451,Grocery stores,40
41071,44511,Supermarkets and other grocery (except convenience) stores,23
41071,4453,"Beer, wine, and liquor stores",9
41071,722,Food services and drinking places,204
41071,7224,Drinking places (alcoholic beverages),10
41001,4451,Grocery stores,6
41001,44511,Supermarkets and other grocery (except convenience) stores,4
41001,4453,"Beer, wine, and liquor stores",3
41001,722,Food services and drinking places,42
41001,7224,Drinking places (alcoholic beverages),5
41033,4451,Grocery stores,45
41033,44511,Supermarkets and other grocery (except convenience) stores,17
41033,4453,"Beer, wine, and liquor stores",5
41033,722,Food services and drinking places,177
