"N_before","N_during","n_healthy_before","n_healthy_during","n_fastfood_before","n_fastfood_during","n_eatout_before","n_eatout_during","n_alcohol_before","n_alcohol_during","p_healthy_before","p_healthy_during","p_fastfood_before","p_fastfood_during","p_eatout_before","p_eatout_during","p_alcohol_before","p_alcohol_during","p_healthy_diff_r","p_healthy_diff_a","p_healthy_diff_sd","p_healthy_diff_sd_lab","p_healthy_p_change","p_fastfood_diff_r","p_fastfood_diff_a","p_fastfood_diff_sd","p_fastfood_diff_sd_lab","p_fastfood_p_change","p_eatout_diff_r","p_eatout_diff_a","p_eatout_diff_sd","p_eatout_diff_sd_lab","p_eatout_p_change","p_alcohol_diff_r","p_alcohol_diff_a","p_alcohol_diff_sd","p_alcohol_diff_sd_lab","p_alcohol_p_change","N"
811050,471266,99274,69500,65783,34648,142398,73799,226128,116455,12.2401824795019,14.7475098988682,8.1108439676962,7.3521111219566,17.5572406140189,15.6597335687276,27.8808951359349,24.7110973420531,1.204843957479,2.50732741936628,NA,NA,20.4843957478999,0.906454513394479,-0.758732845739594,NA,NA,-9.35454866055209,0.891924529201011,-1.89750704529123,NA,NA,-10.8075470798989,0.886309324775002,-3.16979779388179,NA,NA,-11.3690675224998,1282316
